"";"AAPL";"AXP";"BA";"CAT";"CSCO";"CVX";"DD";"DIS";"GE";"GS";"HD";"IBM";"INTC";"JNJ";"JPM";"KO";"MCD";"MMM";"MRK";"MSFT";"NKE";"PFE";"PG";"TRV";"UNH";"UTX";"V";"VZ";"WMT";"XOM";"GSPC"
"2014-01-02";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"2014-01-03";0,978034187923311;1,00324201601812;1,00695102780841;0,999443641693173;0,999090942147558;1,00169158181307;1,00109873732872;0,997902347769177;0,999272804641284;1,00712307406357;0,99841501910866;1,00598275368898;0,999612400758276;1,00900788132771;1,0077305982651;0,995081211853723;1,00134837244476;1,00231664454902;1,00484929627372;0,993272261513616;0,997315998230819;1,00197001909335;0,998882509690269;0,998096948232986;1,00710725988654;1,0036447773682;1,00067867206803;0,988163231646977;0,996705133564735;0,997594078460277;1,01516319856811
"2014-01-06";0,983367472825699;1,00279485708086;1,01273142122685;0,986313423076061;1,00045476504514;0,999033357750724;0,988227860718809;0,994099938164537;0,991272895825655;1,01401994674471;0,988783192892675;1,00253321350628;0,987204390105341;1,01428093443581;1,01357164861369;0,990408388656291;0,994191326668389;0,996380247555432;1,00505144649715;0,972281839950994;0,989647384677901;1,00295502864002;1,00124154031619;0,995410273371297;0,995574510801481;1,0026669325382;0,994660869485789;0,993673545432491;0,991129095174765;0,99909779240625;1,02195680683526
"2014-01-07";0,976334650914502;0,998993892391179;1,02809680750116;0,989540440606515;1,01409110506962;1,00749160380136;0,978339387103278;1,00091790542294;0,992363688863729;1,00791446289812;0,993660201630602;1,02253006123577;0,992245194796823;1,03581233110649;1,00188972547223;0,99335971262712;0,999688720569022;0,996524995870196;1,01252764608975;0,979816784540848;0,990414168187151;1,00919250816756;1,01092615292713;0,989589221251094;1,02601586988988;1,00906747932785;1,00226236201629;1,00612247391229;0,994170570660203;1,01323303587973;1,02823259243416
"2014-01-08";0,982517639458421;1,00213230673284;1,03036514706952;0,991877122270044;1,01318204721717;0,993152880529033;0,990896292378419;0,986233277570324;0,989454527493987;1,00876250262499;0,998902782580434;1,01315152830914;0,986041189470355;1,03438427176989;1,01133835283339;0,982292311590338;0,989627554593769;0,989140668053763;1,00606177778002;0,962324998607785;0,98530162940847;1,01608688929322;0,996275118988532;0,980409767993688;1,01408076630616;1,0103121087137;1,00547486492782;1,00055238397755;0,98631349099678;1,00992480287709;1,02927386627792
"2014-01-09";0,969970824679545;0,996191870759695;1,03995021526549;0,998219560517582;1,00409099645491;0,993152880529033;1,00361002097796;0,982037574769856;0,989818125173345;1,00288310525029;0,994513537314281;1,00997140440323;0,981387984020597;1,04064585890646;1,00944862736116;0,977127558495216;0,990146101100658;0,98783756015822;1,00060603083599;0,95613549033803;0,98530162940847;1,01543033054562;0,998510099607994;0,981529081545843;1,02024942696623;1,0108454039193;1,00407221509246;0,979922413176234;0,989608357432045;1,00010023374718;1,02875604360967
"2014-01-10";0,963498677446011;0,992493143070162;1,0382673435723;1,00712129342681;1,0100001086147;0,974786593546479;0,997331730683376;0,988462116052829;0,980363825640285;1,00847982271603;0,999878059132056;1,0093245495992;0,989918390617036;1,04075568338852;1,00481016186867;0,98696513478777;0,993672780161499;0,985882786396106;1,00788029012231;0,969859943197639;0,983128816645456;1,00755093987328;0,997020199215988;0,979402121020324;1,00174317146155;1,01191217693459;1,00054293765443;0,985079960416845;0,988974814716852;1,00771934883172;1,03032076862895
"2014-01-13";0,968542673933038;0,975008227860913;1,0294870582669;1,00022249687244;1,00863675795496;0,960609033479908;0,983519102412125;0,960666165910509;0,971999939210419;0,994290325481209;0,987198337197298;0,992615681239293;0,98875518998205;1,03811921367945;0,991238690810693;0,972208770348938;0,983611614186246;0,975023454449869;1,07334799394767;0,941334577045163;0,96088962975255;1,00262657784095;0,99341949824243;0,966528461048049;0,991551512863856;1,00275586072349;0,990452919979722;0,970226241816776;0,982004668718449;0,987969976824711;1,03763782807162
"2014-01-14";0,987814730877452;0,976465247266838;1,02443836784726;1,00767765173363;1,01863639433182;0,963186718062537;0,997488716350763;0,976137512934393;0,980727423319643;0,998360628893851;0,987685975473109;1,002102014034;1,02791762105929;1,0405360344244;0,991925831426829;0,976143698699834;0,987656839753977;0,994787493805294;1,07092324085223;0,962863228824414;0,960761832501008;1,0177284575875;1,00409729109374;0,978954418623499;0,99262427584396;1,00124462938585;1,0074204524176;0,971257925793801;0,987960858873786;0,993684235236244;1,02927386627792
"2014-01-15";1,00764746249953;0,989130694367776;1,02890166573182;1,02826302521194;1,03545467295876;0,960045088629232;1,00031397133477;0,973908541672282;0,994182057195397;1,01051500314998;0,988417495484808;1,01191174643292;1,03412162638576;1,0414149713507;1,02198938749493;0,977865453341752;0,990146101100658;1,00224419577911;1,06122443838763;0,989235674110375;0,964084820527897;1,0236378291665;1,00310411085337;0,983767938890522;1,00362064343897;1,01404572296515;1,0124428084053;0,995807597592199;0,984159210538868;0,990275664617259;1,03607310305234
"2014-01-16";1,00202488918178;0,983862702645903;1,02590192452505;1,0305030902795;1,03545467295876;0,957225785607443;1,0043949493149;0,972990769028944;0,98909092981463;0,990276443139827;0,990733996387846;1,01740948410897;1,02908122460409;1,03965721118805;1,0133997746818;0,976635628597525;0,996369525051013;1,00021727169721;1,06082034785792;0,992734031296987;0,95590488822541;1,02330937836743;1,00024836007582;0,976603549339475;0,975727438333908;1,01537918923425;1,00343866603945;1,00117130709931;0,972753742809101;0,991879716179576;1,03241457333101
