"";"AAPL";"AXP";"BA";"CAT";"CSCO";"CVX";"DD";"DIS";"GE";"GS";"HD";"IBM";"INTC";"JNJ";"JPM";"KO";"MCD";"MMM";"MRK";"MSFT";"NKE";"PFE";"PG";"TRV";"UNH";"UTX";"V";"VZ";"WMT";"XOM";"GSPC"
"2014-05-02";82,73232;85,89288;126,09906;101,87466;22,26928;120,31342;65,08949;79,30207;25,75859;156,85548;77,76807;185,21585;25,47428;96,64965;54,11467;39,74359;98,03178;136,84991;56,47855;38,6468;72,12411;29,44681;79,4436;89,01721;73,83646;114,04608;50,72153;45,05427;76,73643;99,15356;19,8737
"2014-05-05";83,90228;86,31776;128,05936;101,39928;22,28869;120,93081;65,61526;80,20065;25,66204;154,35773;77,07267;185,0417;25,45968;97,32117;52,79053;39,55919;97,7515;137,32849;56,87628;38,39364;72,42055;28,69029;79,23025;88,67484;74,03328;114,33972;51,39395;45,31243;76,25149;100,02836;19,8737
"2014-05-06";82,9878;85,17159;126,96275;100,7687;22,05571;120,55459;65,42053;80,01303;25,28551;152,57077;75,82877;183,8517;25,48887;96,8443;51,93373;39,29714;97,56786;136,03929;55,40175;38,03337;71,39288;28,18275;78,67748;87,92161;74,0628;113,54692;50,95477;45,38892;75,65987;99,79507;19,788
"2014-05-07";82,6974;86,93036;127,20672;101,4963;22,20133;121,77007;66,25789;79,28233;25,61377;153,5383;75,49576;184,21175;25,65425;98,20679;52,62501;39,70477;98,54403;137,84612;54,16973;38,3839;71,32372;28,03783;79,60846;89,08569;76,67065;114,42781;51,7835;45,9913;76,07949;100,22276;19,8737
"2014-05-08";82,55;87,56272;127,42142;101,80675;22,34694;120,67034;66,30656;80,57588;25,52687;155,39433;75,46638;183,83223;25,62507;97,80778;52,92683;39,53007;98,53436;137,54337;53,18995;38,59812;72,1834;28,18275;79,67635;89,25198;75,66686;114,53547;52,32937;46,36421;76,79189;99,45487;19,8261
"2014-05-09";82,20602;87,78009;127,93864;101,92316;22,34694;120,61246;65,995;80,92149;25,50756;155,19688;76,11281;184,97078;25,58615;98,20679;52,58606;39,66594;99,48153;138,04146;53,55858;38,50075;72,57864;28,04749;79,8994;89,31068;75,72591;114,5061;52,30704;46,35464;77,28957;99,76803;19,8356
"2014-05-12";83,2295;88,59032;129,40247;103,02912;22,51197;120,81505;66,3942;81,38559;25,92271;157,51694;76,66129;187,39386;25,65425;97,82724;53,20919;39,61742;99,41388;139,48692;53,63618;38,91945;73,74465;28,1441;79,25935;90,03455;76,50334;116,11129;52,52787;46,04868;77,24079;100,04204;20,0356
"2014-05-13";83,36007;88,02711;130,23196;103,95076;22,19162;121,4035;66,34519;81,04986;25,9903;158,23764;75,68185;187,02406;25,73208;98,31384;53,17998;39,89888;100,06142;139,106;54,08243;39,63527;73,70512;28,21174;79,14297;90,8856;76,79858;116,21895;52,6172;45,75226;77,23103;100,16926;19,9785
"2014-05-14";83,3755;87,40463;129,78307;103,34927;22,14308;121,95335;66,3746;79,90441;25,83582;157,41821;74,74158;183,64734;25,61534;98,16787;52,92683;39,68536;99,57818;138,29539;54,68388;39,45877;72,70711;28,11512;78,71627;90,63126;75,94241;115,40252;52,16973;45,90525;76,84068;100,10075;19,8737
"2014-05-15";82,66652;86,55489;128,04599;101,85525;23,47302;120,45509;65,50228;79,14408;25,68135;154,64403;74,67302;181,44809;25,30403;97,99269;52,09924;39,32626;99,06593;137,68985;54,21824;38,83119;72,0747;28,07647;78,09562;90,35736;75,26339;113,809;51,57062;45,85744;74,97675;98,62307;19,8928
"2014-05-16";83,88654;86,45609;127,65562;102,8642;23,65747;119,84216;65,6885;79,38107;25,74893;154,43669;75,77;182,03195;25,11918;97,88564;51,90452;39,68536;99,68449;137,83636;54,19884;39,05673;73,06284;28,13445;77,90167;90,56278;75,43069;112,70731;52,1573;46,91878;75,1524;98,58392;19,8166
"2014-05-19";84,88052;87,06869;128,1826;102,24331;23,63805;119,61839;65,6983;80,03278;25,691;155,66089;74,92768;181,97357;25,33321;97,94402;52,41081;39,51066;98,66967;138,36375;54,66448;38,97828;73,60631;28,28903;77,51376;90,74864;75,97193;113,14011;52,29403;46,99527;74,76205;98,71114;19,8166
"2014-05-20";84,89737;86,05097;126,45528;98,52766;23,41478;119,18058;65,36506;80,07228;25,39171;154,35773;76,35767;179,92029;25,33321;97,56448;52,30371;39,38449;98,12843;136,95735;54,32495;38,90964;72,39091;28,26004;77,8047;90,65082;75,44053;111,25149;51,68746;46,51719;73,86425;98,51542;19,8452
"2014-05-21";85,12199;86,81179;127,80201;99,80825;23,76425;120,7956;65,88453;81,15848;25,57515;157,31949;76,4752;181,37996;25,48887;98,43063;52,69316;39,66594;99,12392;138,22008;54,8876;39,56663;73,32964;28,56921;78,05683;90,83669;76,48367;112,96305;52,22939;47,01439;73,83498;99,84631;19,7362
"2014-05-22";85,25678;87,09833;128,66078;100,00228;23,66718;120,27996;66,16877;81,31647;25,59446;157,81313;77,16081;180,68904;25,44023;98,94022;53,11182;39,38449;99,01761;137,87614;54,80029;39,32148;73,99168;28,65617;78,212;90,98341;77,0938;113,15978;52,04792;47,28212;73,57148;99,32766;19,7023
"2014-05-23";86,21988;87,72081;129,21704;100,92391;23,80308;120,02701;66,74704;82,27429;25,59446;158,11917;77,5526;180,94206;25,57643;98,95982;53,09235;39,38449;98,58269;138,69174;55,11072;39,3411;74,95018;28,49192;78,08592;90,83669;77,51695;113,65161;52,71912;47,55941;73,78618;99,15151;19,6414
"2014-05-27";87,8344;90,29967;130,9346;100,58437;23,98753;119,51137;66,80585;82,68902;25,65238;159,70866;78,05212;179,81323;25,98503;98,79322;53,68627;39,56889;98,93063;138,98654;54,99431;39,40974;75,70116;28,60786;77,65923;91,45296;77,85155;113,95654;53,3232;47,44467;73,76665;99,19066;19,788
"2014-05-28";87,60696;89,97361;131,09074;99,83736;24,09431;119,20004;67,05089;82,55078;25,73928;159,67894;78,04232;178,15894;26,15041;98,29343;53,9881;39,38449;97,90614;138,97672;54,71299;39,23323;75,3652;28,60786;77,67862;91,42361;77,32999;114,05491;53,14919;47,55941;73,70811;98,89707;19,6262
"2014-05-29";89,20324;90,19099;131,88121;100,50675;23,9584;119,00546;67,59976;82,97538;25,81651;159,23315;78,2578;178,82065;26,22824;98,74422;54,25098;39,46213;98,73428;139,92006;55,9741;39,55683;75,71213;28,5982;77,96955;92,04966;78,10741;114,44837;53,36546;47,54029;74,14725;99,10258;19,6547
"2014-05-30";88,86911;90,40836;131,98856;99,17767;23,90016;119,46272;67,93301;82,95564;25,86479;158,31187;78,58102;179,40453;26,57847;99,43022;54,10493;39,70477;98,82197;140,07729;56,12931;40,14518;76,2375;28,62718;78,34776;91,41383;78,36327;114,3205;53,40524;47,76976;74,91819;98,37842;19,8643
