Date;MMM;AXP;AAPL;BA;CAT;CVX;CSCO;KO;DD;XOM;GE;GS;HD;INTC;IBM;JNJ;JPM;MCD;MRK;MSFT;NKE;PFE;PG;TRV;UNH;UTX;VZ;V;WMT;DIS;gspc
2013-10-09;11351964,00;7099516,00;6741889,00;11076755,00;7947239,00;11011594,00;214929,00;3545633,00;5465316,00;8163776,00;2237783,00;15146173,00;7184789,00;2153825,00;17484979,00;8248376,00;4878345,00;8864642,00;4509192,00;3172057,00;6961652,00;2688122,00;7290651,00;7962289,00;6972584,00;9958099,00;4321839,00;4544368,00;7038122,00;6202616,00;178539,00
2013-10-10;11522865,00;7339378,00;6784148,00;11505426,00;8062376,00;110353,00;2198007,00;3612568,00;5594894,00;8248136,00;2302343,00;15496288,00;7317554,00;220245,00;17817667,00;8423016,00;5048487,00;8975842,00;4530178,00;3238241,00;7212071,00;2733732,00;7379711,00;8138261,00;7226559,00;10256338,00;4383579,00;4672406,00;72107,00;6396722,00;179639,00
2013-10-11;11656112,00;7412123,00;6828069,00;11416402,00;8146111,00;11157619,00;2223799,00;3611611,00;556034,00;8335372,00;2316585,00;15691451,00;7396049,00;2217705,00;17951707,00;8583262,00;5047525,00;9004355,00;45111,00;3273732,00;7214035,00;2728981,00;7435612,00;8185639,00;7254887,00;10361884,00;4405095,00;4750761,00;7213593,00;6458173,00;181473,00
2013-10-14;11721769,00;7477986,00;6872823,00;11559615,00;8206057,00;11243907,00;222953,00;3624998,00;5601613,00;8397684,00;2314686,00;15638492,00;7398956,00;2235821,00;18029817,00;8616847,00;5066751,00;9002454,00;4459588,00;3304426,00;7272957,00;2788844,00;7460245,00;823785,00;7298844,00;10351233,00;4378902,00;4781412,00;7200095,00;6518649,00;185233,00
2013-10-15;11569212,00;7397377,00;69094,00;11435754,00;8159432,00;11203133,00;2214246,00;3601093,00;5580497,00;8320034,00;2296647,00;15459021,00;7285574,00;22301,00;1780706,00;8629321,00;5028301,00;8915015,00;4442418,00;3308263,00;7238586,00;277079,00;7352235,00;8168236,00;7215814,00;10244719,00;4333064,00;4730246,00;7170207,00;6480608,00;183675,00
2013-10-16;11677354,00;7502563,00;6943069,00;11644768,00;8208912,00;11298904,00;2197052,00;3633604,00;5668802,00;8369883,00;2312787,00;15912111,00;7262316,00;2259657,00;18006673,00;8742549,00;5190752,00;9049976,00;4499652,00;3322651,00;731813,00;2831602,00;7480377,00;8322937,00;7344755,00;10305722,00;4420062,00;4835544,00;7288794,00;6471828,00;18,56
2013-10-17;11839566,00;7886932,00;6990038,00;11833461,00;822616,00;11333038,00;2176037,00;3686196,00;5724472,00;8386181,00;2343168,00;15526691,00;7339842,00;2280633,00;16859137,00;8825072,00;5210938,00;9073737,00;4493929,00;3349508,00;7320095,00;2875312,00;7583502,00;8317135,00;6971607,00;10459683,00;4574414,00;4901046,00;7306149,00;6478656,00;185415,00
2013-10-18;11860808,00;7915439,00;7050864,00;11855717,00;8368932,00;11345366,00;2193231,00;3708189,00;5722552,00;8392891,00;2425768,00;15562976,00;7238089,00;2276819,00;16757884,00;8792446,00;5219589,00;9048074,00;4446233,00;3353345,00;7456598,00;2899067,00;7582548,00;8371281,00;6716656,00;10432571,00;467825,00;4954683,00;72994,00;6549861,00;185508,00
2013-10-21;11900396,00;7903643,00;722364,00;11754114,00;8403426,00;11361485,00;2190365,00;3712014,00;5707195,00;8362215,00;2481784,00;15668893,00;7231305,00;2301608,00;16669167,00;8751185,00;5216706,00;8990098,00;4436694,00;3356223,00;747231,00;2888615,00;7540534,00;8388685,00;6661953,00;10420951,00;4731572,00;4944549,00;7245409,00;659473,00;185049,00
2013-10-22;11953501,00;7949846,00;7202996,00;11851847,00;8544283,00;11439239,00;2163618,00;3737831,00;5775343,00;8434113,00;2470391,00;15617897,00;7254563,00;2294934,00;16872638,00;8862495,00;5154224,00;9040472,00;4432878,00;3316896,00;7459544,00;291522,00;7675169,00;838385,00;6726424,00;10276672,00;4783957,00;4943066,00;7358212,00;6730312,00;184958,00
2013-10-23;11895567,00;7926253,00;7273521,00;12484694,00;8025896,00;11390879,00;2126364,00;3737831,00;5780143,00;8398643,00;2440009,00;15469809,00;7275883,00;226347,00;16949783,00;8837546,00;5070596,00;8953983,00;4441463,00;3238241,00;7420262,00;2907619,00;7725777,00;8342274,00;6643394,00;10301849,00;4754022,00;4916124,00;7317719,00;6644476,00;185324,00
2013-10-24;11923569,00;7952795,00;7369814,00;12480822,00;8099677,00;11431653,00;2136872,00;3710101,00;5891484,00;8476292,00;2462795,00;15687527,00;7440627,00;2267284,00;17145538,00;8861535,00;5044642,00;8998653,00;440903,00;3234405,00;7415353,00;2908569,00;7697131,00;841479,00;6604321,00;10366725,00;4716604,00;5015489,00;7367853,00;6735189,00;185097,00
2013-10-25;12013365,00;8120895,00;7287375,00;12694675,00;8122674,00;11434497,00;2145469,00;3732094,00;5941396,00;8433154,00;2457099,00;15896419,00;7389265,00;2311143,00;17053929,00;8836586,00;5072518,00;9008157,00;4439556,00;3427203,00;7434011,00;2908569,00;7638885,00;8376115,00;6605298,00;10411268,00;4743732,00;5019197,00;7335072,00;6755672,00;185097,00
2013-10-28;12061642,00;8135641,00;7341689,00;12567912,00;8075722,00;11464841,00;2154066,00;3787554,00;5908761,00;8458079,00;2477037,00;15833653,00;7370853,00;2322584,00;17102145,00;8865373,00;5063867,00;9064232,00;4326039,00;3411856,00;7415353,00;2920922,00;7763017,00;8422526,00;6538873,00;10263116,00;4730636,00;5019691,00;743727,00;6730312,00;186583,00
2013-10-29;12096402,00;8224114,00;7158797,00;12546624,00;80556,00;11520785,00;2180813,00;3805722,00;5901082,00;8525183,00;248843,00;15898381,00;7510401,00;2337839,00;17562123,00;893734,00;5068673,00;9128861,00;4347979,00;340706,00;7454634,00;2969382,00;787378,00;8438963,00;6650232,00;10304754,00;477928,00;5048364,00;7429556,00;6722508,00;185766,00
2013-10-30;12049091,00;8169064,00;7272688,00;12548558,00;8000024,00;11406999,00;216935,00;3788511,00;585693,00;851368,00;2503621,00;15892497,00;7547226,00;2335932,00;17372153,00;8903755,00;5056177,00;912696,00;4315546,00;3408978,00;7476238,00;2938976,00;7784023,00;8402221,00;6643394,00;10259243,00;4726894,00;5037983,00;7415096,00;6678615,00;184726,00
2013-10-31;12151438,00;8041269,00;7242207,00;12627906,00;7987567,00;1137476,00;2155021,00;378373,00;5874207,00;859133,00;2481784,00;15775792,00;7548196,00;2333072,00;17281508,00;8886483,00;4954284,00;9173531,00;4301237,00;3396508,00;7439903,00;2916171,00;7710499,00;8344209,00;6667815,00;10288293,00;4725023,00;486125,00;7399669,00;669032,00;182961,00
2013-11-01;12156267,00;8076659,00;7205213,00;12872723,00;8009605,00;11189859,00;2155976,00;3787554,00;5863649,00;8610502,00;2519761,00;15892497,00;7460978,00;2319724,00;17283435,00;895941,00;5047525,00;9241962,00;4314592,00;3408019,00;7469364,00;296178,00;7748694,00;8353877,00;6703957,00;104103,00;4723152,00;4922797,00;7430521,00;6731287,00;185097,00
2013-11-04;12196819,00;8054048,00;7298321,00;128495,00;8038352,00;11198392,00;2156932,00;3777992,00;5788781,00;8829072,00;2509317,00;16001357,00;7461947,00;231305,00;17383725,00;8926785,00;5002347,00;9248615,00;4361334,00;3447346,00;7499808,00;2970332,00;7765881,00;8373215,00;6735215,00;10455811,00;4778345,00;485507,00;7455589,00;6711778,00;18519,00
2013-11-05;12177509,00;8051099,00;7280309,00;12924977,00;8053683,00;1123158,00;2203739,00;3777036,00;5787822,00;8818526,00;2508368,00;15882689,00;7428029,00;2312568,00;1715036,00;8905674,00;4993696,00;925812,00;4326993,00;3514489,00;7581316,00;2968432,00;777543,00;8359678,00;6712749,00;10426761,00;4686669,00;4878552,00;7464265,00;6715681,00;185097,00
2013-11-06;12275029,00;8072726,00;7259682,00;12925461,00;8069973,00;11486649,00;2223799,00;3829628,00;5832934,00;893644,00;255394,00;16036662,00;740574,00;233374,00;17372374,00;8927744,00;5008114,00;9304691,00;4384228,00;3662206,00;7538107,00;2965559,00;79072,00;8459267,00;686611,00;10522623,00;4734378,00;4919337,00;7535611,00;6730312,00;185655,00
2013-11-07;1220551,00;7954761,00;71422,00;12772015,00;8015356,00;1137002,00;220756,00;3808591,00;5840612,00;8875635,00;2525457,00;15656145,00;7334998,00;2315455,00;17450903,00;889416,00;4964858,00;923816,00;4370873,00;359698,00;7434011,00;2959814,00;7860412,00;8433161,00;6814339,00;1038706,00;4693217,00;4847161,00;7472942,00;6549861,00;185283,00
2013-11-08;12358066,00;8039302,00;7254665,00;1296431,00;8071889,00;1149139,00;2245769,00;3829628,00;5950994,00;8949953,00;2568181,00;16002336,00;7314647,00;2318343,00;17449934,00;902466,00;5186907,00;9220103,00;4464357,00;3623838,00;757346,00;2999074,00;7878555,00;8489241,00;6886623,00;10511004,00;4696024,00;4901293,00;7516328,00;6689345,00;184447,00
2013-11-11;12354204,00;8001947,00;7233622,00;12871075,00;8063265,00;1148096,00;2240038,00;3812416,00;5959632,00;897215,00;2564383,00;16068045,00;7303986,00;2326041,00;17730118,00;9047689,00;5200364,00;9227705,00;4483436,00;3605613,00;7577389,00;2991413,00;7854683,00;8505678,00;6886623,00;10465493,00;4673573,00;4925517,00;7617561,00;6665934,00;185283,00
2013-11-12;12393791,00;7965574,00;72,47;12851653,00;8034519,00;11378553,00;2266784,00;3813372,00;5955793,00;8944161,00;2568181,00;15974876,00;7382482,00;2351063,00;1774854,00;8977641,00;5187868,00;928188,00;4539717,00;3583551,00;754891,00;3004819,00;7906245,00;8357745,00;6832898,00;10404489,00;4692282,00;4900799,00;7588638,00;6610336,00;184819,00
2013-11-13;12415999,00;8005879,00;725564,00;12933231,00;8068056,00;11387086,00;2292576,00;3836321,00;5891981,00;893644,00;2577675,00;15979781,00;7520092,00;2367423,00;17795074,00;8956531,00;520421,00;9324649,00;451587,00;3660287,00;7645148,00;305174,00;7973086,00;8433161,00;6936442,00;10462909,00;4676379,00;4948105,00;7606956,00;6727386,00;183426,00
2013-11-14;12531864,00;8050116,00;7360582,00;13119698,00;8025896,00;11432027,00;2041348,00;3844927,00;5974163,00;8997245,00;2562485,00;1600528,00;764995,00;2347214,00;17665163,00;9012186,00;5229202,00;9272375,00;4561658,00;3646858,00;7722729,00;3064188,00;8051384,00;8532751,00;6978445,00;10582669,00;4702572,00;4957269,00;762431,00;6829803,00;182311,00
2013-11-15;12537659,00;8139573,00;7316403,00;13215846,00;8023979,00;11479836,00;2057587,00;3845883,00;6005102,00;9195103,00;2582422,00;16122964,00;7755579,00;2359724,00;17760173,00;9057285,00;527438,00;9211548,00;4585506,00;3629593,00;7779688,00;3083339,00;8101037,00;857336,00;7020449,00;10572932,00;4706314,00;500309,00;7637808,00;6827853,00;182367,00
2013-11-18;12564694,00;8094352,00;7227768,00;13437274,00;8052725,00;11527644,00;2033706,00;3841102,00;5965461,00;9212476,00;2584321,00;16248495,00;7720692,00;2367423,00;17884268,00;9048649,00;535801,00;928093,00;4579782,00;3568204,00;7716837,00;3065145,00;8075256,00;8525982,00;7001889,00;1062551,00;474841,00;4951077,00;7637808,00;6779082,00;181847,00
2013-11-19;12556969,00;8106149,00;724059,00;13303252,00;8017271,00;11671071,00;2046124,00;3838234,00;5945158,00;920958,00;2566282,00;16338724,00;7789497,00;2377047,00;17959888,00;9102384,00;5397421,00;9312294,00;4585506,00;3550808,00;764122,00;3031631,00;8053294,00;851728,00;6995051,00;10622589,00;475028,00;488891,00;7640701,00;6742017,00;181011,00
2013-11-20;12534166,00;8085505,00;717718,00;12863306,00;792241,00;11665334,00;2027974,00;3830584,00;5877478,00;9138158,00;2559636,00;16181808,00;7728445,00;2363574,00;17954071,00;9130212,00;5392614,00;9270475,00;4591229,00;3583668,00;7644167,00;3056527,00;8086714,00;850181,00;7031194,00;10596301,00;4714733,00;490699,00;7606956,00;6752747,00;180361,00
2013-11-21;12647691,00;8252621,00;7262749,00;12909923,00;7868751,00;11804935,00;20509,00;3865964,00;5955793,00;9139124,00;2554889,00;16384818,00;7736198,00;2428052,00;17851305,00;9135009,00;5500275,00;9285681,00;4637971,00;3614595,00;7668717,00;3061315,00;8084805,00;8626538,00;7122039,00;10687823,00;4712862,00;499343,00;76031,00;68,22;179525,00
2013-11-22;127127,00;8242792,00;7244074,00;13205162,00;7941573,00;11859438,00;2049945,00;3865964,00;5965461,00;917001,00;2571029,00;16485831,00;7673207,00;229717,00;17576938,00;9203613,00;5523344,00;9339856,00;4668497,00;3631025,00;7745317,00;3075678,00;811154,00;8752232,00;7203115,00;10729691,00;4697895,00;5006062,00;7694691,00;684736,00;180318,00
2013-11-25;12733076,00;8315536,00;7298983,00;12916721,00;8087221,00;11831708,00;2031796,00;3860226,00;5953859,00;917773,00;25378,00;16621169,00;7728445,00;2285622,00;17348137,00;9240331,00;5541608,00;9401633,00;473718,00;363779,00;7770849,00;3077593,00;8155464,00;8778339,00;723535,00;10740401,00;467825,00;5001356,00;7754467,00;6802492,00;180174,00
2013-11-26;12822342,00;8364688,00;7433607,00;13089592,00;8083388,00;11739915,00;2026064,00;3848752,00;5928721,00;9098587,00;2542547,00;16479945,00;778659,00;2275998,00;17190109,00;9185255,00;5495468,00;9333203,00;4729548,00;3609763,00;7817005,00;3053654,00;808194,00;8778339,00;7279307,00;10801742,00;4681992,00;5040737,00;7778571,00;694295,00;179339,00
2013-11-27;12953331,00;841384,00;7608648,00;13083765,00;8113091,00;11705493,00;2031796,00;3869936,00;5949992,00;9053225,00;2547294,00;16551773,00;7816632,00;2300058,00;17351045,00;9177525,00;5525267,00;9301578,00;4753396,00;3633924,00;779049,00;3052697,00;8047565,00;8797676,00;7263678,00;1085724,00;4670766,00;5052378,00;7802673,00;6902959,00;178875,00
2013-11-29;12954301,00;8434485,00;7749542,00;1303812,00;8106384,00;11707406,00;2029885,00;3869936,00;5934522,00;902234,00;2531154,00;16622617,00;7817601,00;2294283,00;17419879,00;9146605,00;5500275,00;9331287,00;4753396,00;3685147,00;7771832,00;3038334,00;8041836,00;8773505,00;7275401,00;10793952,00;4641767,00;5039251,00;7810387,00;6880524,00;179339,00
2013-12-02;12388624,00;838435,00;7682091,00;13029379,00;8072848,00;11697843,00;2014601,00;3859344,00;5969329,00;9026199,00;2531154,00;16699364,00;7730383,00;228081,00;1720659,00;9109886,00;5477205,00;924887,00;4786784,00;3716074,00;7766921,00;3047909,00;7957808,00;8605267,00;7244142,00;10740401,00;460809,00;5080613,00;7820028,00;6916615,00;178132,00
2013-12-03;12283833,00;8317503,00;789239,00;12819603,00;8036436,00;11715054,00;203084,00;3885342,00;584944,00;9110169,00;2521659,00;16535046,00;7665135,00;2266375,00;17070862,00;9079932,00;546567,00;9236411,00;4746719,00;3702544,00;7770849,00;2989498,00;8004596,00;8608167,00;7202139,00;10680035,00;4639896,00;4996898,00;7829669,00;6818098,00;17711,00
2013-12-04;12270249,00;8306689,00;7873994,00;12771044,00;8046018,00;11643342,00;2029885,00;3887268,00;5826235,00;9137193,00;2529255,00;16599001,00;7634946,00;228466,00;170379,00;9047079,00;5497391,00;9172203,00;4703792,00;3763431,00;7740406,00;2994286,00;7958762,00;8567558,00;7221749,00;10607011,00;461838,00;5021418,00;7779243,00;6824926,00;176553,00
2013-12-05;1230615,00;8310622,00;7914409,00;12890498,00;8088179,00;11579278,00;1997407,00;3835271,00;5811732,00;9085075,00;2511216,00;16290045,00;764858,00;2334703,00;17070862,00;8983307,00;5365699,00;914537,00;4656096,00;3672583,00;7753172,00;2992371,00;7895742,00;8500843,00;7133499,00;10617721,00;4575349,00;4995907,00;7703603,00;6850287,00;175996,00
2013-12-06;1247886,00;8447264,00;7804591,00;13128438,00;8192622,00;11693063,00;2032751,00;3895934,00;5930655,00;9231779,00;2557738,00;16452396,00;7775179,00;2388595,00;17225011,00;9125347,00;538877,00;9276662,00;4711423,00;3707376,00;7842538,00;302014,00;8070481,00;8655457,00;720704,00;10819268,00;4628671,00;499987,00;775209,00;6970262,00;174416,00
2013-12-09;1247498,00;8429569,00;7893922,00;1307988,00;8249156,00;11793461,00;2027019,00;3890157,00;5935489,00;9250117,00;2581473,00;16497656,00;7751807,00;2399181,00;17204652,00;9125347,00;5432026,00;9173161,00;4727641,00;3741202,00;7834682,00;302397,00;8095308,00;8601001,00;7228613,00;10825109,00;463709,00;4992935,00;7753059,00;6936123,00;172931,00
2013-12-10;12376011,00;838435,00;7881659,00;12984703,00;8280777,00;11824059,00;2026064,00;3837197,00;5940323,00;923757,00;2576726,00;16700346,00;7655397,00;2388595,00;17171689,00;9096358,00;545029,00;914537,00;4715239,00;3683214,00;7779688,00;3000989,00;7987408,00;8600029,00;7260971,00;10805637,00;4588445,00;4939436,00;7668693,00;6980991,00;172396,00
2013-12-11;12300327,00;8247707,00;7823266,00;12873988,00;8171542,00;11674895,00;1994541,00;3864158,00;5829136,00;9097622,00;2523558,00;16490768,00;7693377,00;2350101,00;16985545,00;8996835,00;5389731,00;9129078,00;4669451,00;3634891,00;7545963,00;2934917,00;8022738,00;8469726,00;7073686,00;10579749,00;453606,00;509374,00;7669662,00;6878574,00;172931,00
2013-12-12;12281892,00;8188725,00;7811838,00;12912837,00;819933,00;1156876,00;1959197,00;377557,00;5796263,00;920379,00;2519761,00;16562596,00;7647606,00;2354912,00;16808128,00;8808414,00;5412801,00;9017912,00;4651162,00;3597198,00;7509514,00;2896615,00;7858503,00;8424022,00;6962884,00;10524249,00;4502383,00;5038755,00;7612447,00;6875611,00;17256,00
2013-12-13;12267338,00;822608,00;7726688,00;1299733,00;8245324,00;11464537,00;1933406,00;3777496,00;5824302,00;9198964,00;2548243,00;165685,00;7694351,00;233759,00;16752867,00;8826772,00;5399343,00;9050495,00;4656938,00;3545975,00;7526261,00;2896615,00;7865187,00;8410408,00;6910915,00;10452199,00;4475254,00;5135845,00;7571719,00;6874624,00;172095,00
2013-12-16;12386684,00;8308655,00;7769472,00;13083765,00;8372764,00;11495135,00;1975436,00;3781348,00;5882312,00;938331,00;2561535,00;16820387,00;7703115,00;2352988,00;17242462,00;8828706,00;5423375,00;9147286,00;4629023,00;3565305,00;7530202,00;2896615,00;7800256,00;8464864,00;6967786,00;10567091,00;4514544,00;5145504,00;7538747,00;6962507,00;168659,00
2013-12-17;127486,00;8268351,00;7734492,00;13196422,00;8328687,00;11353621,00;1998362,00;3764978,00;5915185,00;9337947,00;2566282,00;16775127,00;7656371,00;2373197,00;17039838,00;8760101,00;5356087,00;9044744,00;4610734,00;3529546,00;7561725,00;2886082,00;7725777,00;8418188,00;6935429,00;10478488,00;4449062,00;5281727,00;749123,00;6977319,00;168659,00
2013-12-18;13176497,00;8453162,00;7675681,00;13158546,00;8448462,00;11627087,00;2006004,00;3853566,00;6012837,00;9607228,00;260236,00;17203137,00;7795631,00;2420354,00;17324869,00;895142,00;5502197,00;9193286,00;4706992,00;3535345,00;773806,00;2946408,00;7866141,00;8570856,00;7097219,00;10691718,00;4534189,00;5333739,00;7558142,00;7129385,00;170702,00
2013-12-19;13235684,00;849445,00;7587743,00;13127467,00;8388096,00;11781987,00;2012691,00;383816,00;6063113,00;9596611,00;2614803,00;17196251,00;7785892,00;2419391,00;17472232,00;8887647,00;5501236,00;9117578,00;4696403,00;3503451,00;7709492,00;2940662,00;7820308,00;8634064,00;7098199,00;10661535,00;4530447,00;535182,00;749026,00;7205419,00;169495,00
2013-12-20;13265764,00;8608482,00;7651292,00;13273145,00;8521286,00;11739915,00;2018422,00;3855492,00;6047644,00;9524224,00;2618631,00;17234625,00;7794657,00;2411692,00;17452843,00;8898276,00;5546415,00;924887,00;474742,00;3556607,00;7618861,00;2896615,00;7814578,00;8671988,00;7192332,00;1077448,00;4497706,00;5349095,00;7508685,00;7149135,00;171631,00
2013-12-23;13273526,00;8681227,00;794493,00;13246922,00;8619981,00;11741828,00;2060452,00;3867047,00;6066014,00;9507816,00;2622459,00;17363519,00;7845296,00;2436714,00;17667101,00;8892478,00;5598322,00;9228745,00;475127,00;353921,00;7596204,00;290619,00;7763971,00;8670043,00;7290387,00;10790057,00;4544479,00;5400117,00;7551354,00;723603,00;172652,00
2013-12-24;13291962,00;8718584,00;7911203,00;13288684,00;871101,00;11809717,00;2071915,00;3869936,00;61714,00;9576343,00;2642558,00;17333018,00;7853088,00;24473,00;17763081,00;8895377,00;5599283,00;9251745,00;4756083,00;3583668,00;7650385,00;2900445,00;7763971,00;8702132,00;7268815,00;10853345,00;4581897,00;5417454,00;7564931,00;7292315,00;174324,00
2013-12-26;13418098,00;8749057,00;7858663,00;13428534,00;8734007,00;11934019,00;2082423,00;3898823,00;6212008,00;973849,00;2663615,00;17361552,00;7941708,00;2473284,00;17969583,00;8941758,00;5594477,00;9280494,00;4785923,00;3618461,00;7702596,00;2925342,00;780694,00;8752699,00;7339415,00;10972131,00;4600607,00;5453863,00;7601781,00;7368349,00;176089,00
2013-12-27;13520949,00;8767735,00;7805567,00;13295482,00;8707177,00;11974179,00;2103438,00;3915192,00;6212008,00;9797365,00;2663615,00;17351714,00;7950472,00;246366,00;17943407,00;8923399,00;558871,00;9287203,00;4792661,00;3603964,00;7699641,00;293396,00;7830812,00;8737139,00;7323727,00;10982842,00;4599671,00;5440736,00;7609538,00;7341687,00;175439,00
2013-12-30;1352774,00;8807056,00;7727941,00;13200307,00;8707177,00;11878561,00;2125409,00;3956598,00;6250682,00;9681545,00;2669357,00;17290709,00;7979688,00;2487719,00;1807235,00;8918568,00;5570446,00;9296786,00;4807099,00;3603964,00;7756777,00;2938747,00;7829857,00;8778953,00;7332551,00;10976026,00;45978,00;5471448,00;7625054,00;7527328,00;174974,00
2013-12-31;13608275,00;8919124,00;7818527,00;13255664,00;8701427,00;11943581,00;2142603,00;3977782,00;6281621,00;9767445,00;2682757,00;17441251,00;8018641,00;2498305,00;18184811,00;8849963,00;5621392,00;9298703,00;4817688,00;3615561,00;7746926,00;2933002,00;777352,00;8804236,00;738354,00;11080208,00;4596865,00;5515287,00;7630873,00;7544115,00;175903,00
2014-01-02;13402574,00;8793294,00;770857,00;13273145,00;8611357,00;11869955,00;2117577,00;3915192,00;6159798,00;9627496,00;263203,00;17404845,00;7987478,00;2481945,00;17987035,00;8795853,00;5632035,00;9239287,00;4763784,00;35914,00;7707521,00;2916723,00;7690447,00;8686574,00;731196,00;10952658,00;4583768,00;5473925,00;7652207,00;7531277,00;177667,00
2014-01-03;13433623,00;8821802,00;7539245,00;13365407,00;8606566,00;11890034,00;2115652,00;3895934,00;6166566,00;9604333,00;2630116,00;17528821,00;7974818,00;2480983,00;18094647,00;8875085,00;5675574,00;9251745,00;4786885,00;3567238,00;7686834,00;2922469,00;7681853,00;8670043,00;7363928,00;10992578,00;4529511,00;547764,00;7626994,00;7515479,00;180361,00
2014-01-06;1335406,00;881787,00;7580357,00;13442131,00;8493497,00;11858481,00;211854,00;3877639,00;6087284,00;961881,00;260906,00;1764886,00;7897884,00;2450187,00;180326,00;8921466,00;5708471,00;9185619,00;4787848,00;3491853,00;7627728,00;2925342,00;7699995,00;8646705,00;7279601,00;10981868,00;4554769,00;5444699,00;7584325,00;7486842,00;181568,00
2014-01-07;133,56;8784447,00;7526144,00;13646078,00;8521286,00;1195888,00;2147416,00;3889194,00;6026373,00;9754897,00;2611931,00;17542595,00;7936839,00;2462698,00;18392284,00;9110853,00;5642678,00;9236411,00;4823463,00;3518914,00;7633638,00;2943535,00;7774474,00;859614,00;7502187,00;11051971,00;4611832,00;5486309,00;7607599,00;753819,00;182683,00
2014-01-08;13257031,00;8812044,00;7573806,00;13676186,00;8541408,00;1178868,00;2145491,00;3845863,00;6103721,00;9723047,00;2604274,00;17557355,00;7978714,00;24473,00;18223592,00;9098292,00;5695893,00;9143453,00;4792661,00;3456094,00;7594233,00;2963644,00;7661801,00;8516402,00;7414918,00;11065603,00;45863,00;5503894,00;7547475,00;7427596,00;182868,00
2014-01-09;13239566,00;8759808,00;7477088,00;1380341,00;8596025,00;1178868,00;212624,00;3825642,00;6182035,00;9628461,00;2605231,00;17455025,00;7943655,00;2435751,00;18166391,00;9153368,00;568525,00;9148244,00;4766671,00;3433865,00;7594233,00;2961729,00;7678989,00;8526125,00;7460023,00;11071444,00;4491737,00;5496216,00;7572688,00;7395997,00;182776,00
2014-01-10;13213367,00;8727284,00;7427197,00;13781073,00;8672681,00;11570673,00;2138753,00;3864158,00;6143362,00;9701814,00;2580347,00;17552435,00;7986504,00;2456923,00;18154756,00;9154334,00;5659126,00;9180828,00;4801324,00;3483155,00;7577486,00;2938747,00;7667531,00;8507649,00;7324706,00;11083128,00;4515378,00;5476897,00;756784,00;7444382,00;183054,00
2014-01-13;13067824,00;8573534,00;7466079,00;13664531,00;8613273,00;11402386,00;2135866,00;3806384,00;6058279,00;9511677,00;2558333,00;17305469,00;7885225,00;2454036,00;17854213,00;9131144,00;5582691,00;908787,00;5113198,00;3380709,00;7406077,00;2924384,00;763984,00;8395821,00;7250185,00;10982842,00;4447292,00;5421665,00;7514503,00;7235043,00;184354,00
2014-01-14;13332713,00;8586346,00;7614639,00;13597519,00;8677472,00;11432983,00;2157041,00;382179,00;6144329,00;9566691,00;2581304,00;17376312,00;788912,00;2551235,00;18024844,00;9152402,00;5586561,00;9125245,00;5101647,00;3458027,00;7405092,00;2968432,00;7721957,00;850376,00;7258029,00;1096629,00;4452021,00;5514544,00;7560081,00;7351562,00;182868,00
2014-01-15;13432652,00;8697717,00;7767521,00;13656761,00;885474,00;11395692,00;2192655,00;3828531,00;6161732,00;9533875,00;2616717,00;17587857,00;7894963,00;2566633,00;18201292,00;9160133,00;575588,00;9148244,00;5055444,00;3552741,00;7430704,00;2985668,00;7714319,00;8545573,00;7338434,00;11106496,00;4564551,00;5542036,00;753099,00;7334775,00;184076,00
2014-01-16;13405486,00;8651394,00;7724179,00;13616945,00;887403,00;11362227,00;2192655,00;3823716,00;618687,00;9549318,00;2603317,00;17235608,00;7913466,00;2554123,00;1830018,00;9144672,00;5707503,00;9205744,00;5053519,00;3565305,00;7367657,00;298471,00;7692357,00;8483339,00;713448,00;11121101,00;4589137,00;5492748,00;7443713,00;7327863,00;183426,00
2014-01-17;1332301,00;8965794,00;7534924,00;13641223,00;8819054,00;1140621,00;2188805,00;3782311,00;618977,00;9570552,00;2543977,00;17344824,00;7888146,00;2487719,00;18429123,00;9185255,00;562236,00;9097453,00;5000577,00;3516015,00;7229742,00;297705,00;7627426,00;8408463,00;7110947,00;11120127,00;4572115,00;5750581,00;7388438,00;7305152,00;185283,00
2014-01-21;13291962,00;8928341,00;7651988,00;13758736,00;8738039,00;11508521,00;2197468,00;3843937,00;6161732,00;950685,00;2516221,00;17041772,00;7835558,00;2462698,00;18268187,00;908573,00;5628165,00;9111828,00;4989026,00;3495719,00;7265206,00;2990456,00;7656072,00;8265519,00;7173702,00;11196072,00;451065,00;5744389,00;7354497,00;7326875,00;184354,00
2014-01-22;13242476,00;8981562,00;7685993,00;14020955,00;8645451,00;11515215,00;219843,00;3842012,00;6093085,00;9447011,00;2487508,00;17089001,00;7810238,00;2435751,00;1766904,00;9113751,00;5572048,00;9092661,00;4942822,00;3472524,00;7240578,00;2994286,00;7622592,00;8222733,00;7197235,00;11306096,00;4475662,00;5770643,00;730698,00;7436482,00;184731,00
2014-01-23;13070737,00;878839,00;7751077,00;13723773,00;8533574,00;11320155,00;2171479,00;377846,00;5970296,00;9359181,00;2471237,00;16800708,00;7814133,00;2418429,00;17715575,00;8961082,00;5463684,00;9134828,00;4966887,00;3485088,00;7164725,00;2969389,00;7527345,00;8077843,00;7177624,00;11181467,00;452578,00;5653244,00;726916,00;7385135,00;184072,00
