Date;MMM;AXP;AAPL;BA;CAT;CVX;CSCO;KO;DD;XOM;GE;GS;HD;INTC;IBM;JNJ;JPM;MCD;MRK;MSFT;NKE;PFE;PG;TRV;UNH;UTX;VZ;V;WMT;DIS;gspc
2014-01-24;12635077,00;8569591,00;761018,00;13271202,00;8310782,00;11119358,00;2136828,00;3739943,00;5798197,00;9154566,00;2387969,00;16494704,00;7708959,00;2387633,00;17416002,00;875527,00;5330164,00;9049536,00;5003465,00;3557573,00;7058332,00;2881294,00;7617781,00;793587,00;7020736,00;10885477,00;4504031,00;5479869,00;7216794,00;7180733,00;184166,00
2014-01-27;12512821,00;8448366,00;7671918,00;13340157,00;8804588,00;11132745,00;2117577,00;3729351,00;5824302,00;9161323,00;2399454,00;16204443,00;7687534,00;2378972,00;17247308,00;869053,00;5330164,00;9015037,00;5056406,00;3482188,00;7082961,00;2840119,00;7549474,00;8001994,00;7025639,00;11079234,00;4509704,00;5355287,00;7190611,00;7134323,00;184449,00
2014-01-28;12595295,00;8539038,00;7058721,00;13313934,00;8918394,00;11171947,00;2093514,00;3742831,00;5759523,00;9231779,00;2436782,00;16357938,00;764858,00;2396294,00;17145514,00;8705991,00;5393054,00;9025578,00;5089134,00;3505384,00;7162754,00;2912893,00;7611047,00;808076,00;7031522,00;1108605,00;4478498,00;5472687,00;7241038,00;7196532,00;186142,00
2014-01-29;12637988,00;8431611,00;6978588,00;12604001,00;8739969,00;11091629,00;2083889,00;3649429,00;5869743,00;9179661,00;2420511,00;16126712,00;7467445,00;2375122,00;17101884,00;859004,00;5372735,00;892687,00;5025604,00;3543076,00;7070153,00;2883209,00;746962,00;7994215,00;6987398,00;11028603,00;4509704,00;5377578,00;7185763,00;7043478,00;185483,00
2014-01-30;12424525,00;8537067,00;696507,00;12288367,00;89888,00;11134657,00;2115652,00;3675428,00;5949992,00;9071562,00;244061,00;16317595,00;7491791,00;2380896,00;17194957,00;8648015,00;5418209,00;8989162,00;5150739,00;3562406,00;7283923,00;2951196,00;739554,00;8008801,00;7138403,00;11165889,00;4504031,00;5470705,00;7248795,00;7230106,00;186236,00
2014-01-31;12438109,00;8379375,00;6976498,00;12165027,00;9057278,00;1067378,00;2108915,00;3641726,00;5898749,00;8894938,00;2405197,00;16148358,00;74,84;2361649,00;1712903,00;854849,00;5356287,00;9024619,00;509876,00;365712,00;7176546,00;2910978,00;7371488,00;790378,00;7087414,00;11101627,00;454091,00;533572,00;7242007,00;7169871,00;184449,00
2014-02-03;12021856,00;816649,00;6989458,00;11953309,00;8913572,00;10626928,00;2074263,00;3582026,00;580013,00;8691289,00;2330543,00;15725267,00;7312603,00;2304869,00;16762561,00;8385192,00;5254696,00;8914411,00;5013091,00;352568,00;6982478,00;2930129,00;7282976,00;7804594,00;6936409,00;10725797,00;4388663,00;5287176,00;704612,00;6911159,00;184166,00
2014-02-04;12295477,00;8278846,00;7090636,00;11852306,00;8921288,00;10597287,00;2098326,00;3608987,00;595676,00;8688393,00;23516,00;1591615,00;7300918,00;2292359,00;16756744,00;8369733,00;5316618,00;892112,00;5150739,00;3513115,00;694603,00;3010564,00;7320497,00;7813346,00;6913857,00;10622589,00;4427435,00;5313677,00;7052909,00;7015829,00;182944,00
2014-02-05;12357575,00;825125,00;7143594,00;1179015,00;8869206,00;10472028,00;2115652,00;3621505,00;5984798,00;8645926,00;2346814,00;15784302,00;7329159,00;2285072,00;16892476,00;8433505,00;5341774,00;8968079,00;5152664,00;3461893,00;6954895,00;295939,00;7355132,00;7822098,00;6944254,00;10506725,00;4415141,00;5340179,00;7066485,00;7085938,00;183038,00
2014-02-06;12506998,00;8445409,00;7185232,00;1191349,00;9049561,00;10639358,00;2164742,00;3661947,00;6087284,00;8728546,00;2387969,00;15915166,00;7416805,00;2330734,00;17026997,00;8575546,00;5464651,00;9098412,00;5175766,00;3496686,00;7044541,00;2977736,00;7398426,00;7846408,00;6949156,00;10656667,00;4414196,00;5424389,00;7061636,00;7461169,00;183884,00
2014-02-07;1264575,00;8574519,00;7285753,00;12335954,00;9149866,00;1071394,00;2182067,00;3654244,00;613466,00;8804362,00;241094,00;15932877,00;7445046,00;2352108,00;17278499,00;8700193,00;5478197,00;9192328,00;5272023,00;3533412,00;7160784,00;3014426,00;7437871,00;7864884,00;6997203,00;10781295,00;4426489,00;5492996,00;7151822,00;7472031,00;184543,00
2014-02-10;12584621,00;8706586,00;7416277,00;12349551,00;9114181,00;10679518,00;2197468,00;3713944,00;613466,00;8701329,00;239754,00;15841371,00;7441151,00;2359881,00;17267776,00;8799718,00;5489808,00;9090745,00;5283574,00;3556607,00;7158813,00;3038565,00;7507141,00;8007829,00;6838354,00;10866003,00;4435945,00;5462532,00;7152792,00;7609286,00;184825,00
2014-02-11;12708818,00;8730241,00;7513993,00;12640906,00;9158546,00;10860235,00;2185917,00;3720685,00;6215876,00;8829633,00;243391,00;16174925,00;7469392,00;2377369,00;17517326,00;8983307,00;5556567,00;9136745,00;5361543,00;3592366,00;7287864,00;3078152,00;758507,00;8091457,00;6924643,00;1099842,00;4464314,00;5506618,00;7253645,00;768137,00;185953,00
2014-02-12;12739584,00;8773605,00;7513432,00;1251394,00;9275246,00;10807178,00;2199393,00;3708167,00;6183744,00;8852962,00;2430082,00;16087355,00;7525875,00;2385141,00;17569968,00;8930162,00;5565275,00;909362,00;5294162,00;362136,00;730067,00;3052083,00;7455189,00;7999078,00;6887381,00;11038549,00;4479444,00;5562198,00;726916,00;769322,00;185013,00
2014-02-13;12710284,00;8761779,00;763274,00;12647742,00;9269459,00;10853482,00;2143566,00;3721648,00;6229507,00;8886981,00;2434867,00;16142455,00;7556065,00;2399714,00;17725935,00;894369,00;5614619,00;9148244,00;5303788,00;3634891,00;7375539,00;3060773,00;7485014,00;8059367,00;6982494,00;11089445,00;4473771,00;5559221,00;730795,00;7692232,00;185107,00
2014-02-14;12903662,00;8771635,00;7626572,00;12712202,00;9311896,00;10947055,00;2171479,00;3748609,00;6280137,00;9147477,00;246358,00;16109001,00;7589175,00;2405544,00;17906276,00;8963016,00;562623,00;9178912,00;5336515,00;3635857,00;7395241,00;3083946,00;7638947,00;8170222,00;7209001,00;11145235,00;439812,00;5607605,00;7349648,00;7823563,00;185619,00
2014-02-18;12872411,00;8773605,00;7654611,00;12758105,00;9312859,00;10872775,00;2157041,00;3608024,00;6300584,00;9143589,00;2454966,00;16200507,00;7554117,00;2405544,00;17857536,00;8906006,00;5659126,00;9201911,00;536058,00;3643647,00;7409032,00;3078152,00;7501369,00;8204257,00;7239399,00;11132511,00;4348001,00;5609093,00;7305041,00;7858124,00;186424,00
2014-02-19;12751303,00;8755865,00;7533762,00;12539333,00;9279104,00;10958631,00;2144528,00;3572396,00;625677,00;9131924,00;2431039,00;16063739,00;7445046,00;2380283,00;1783414,00;8854794,00;5540119,00;915687,00;5298013,00;365241,00;7370613,00;3039531,00;7517725,00;816925,00;7211944,00;11161874,00;4400011,00;5555003,00;7258493,00;7788015,00;18,68
2014-02-20;1284897,00;877262,00;7446559,00;12653603,00;9347581,00;11055098,00;2146453,00;3591655,00;6362899,00;9269949,00;2425246,00;16185748,00;7545353,00;24036,00;17961839,00;8926297,00;557108,00;9176036,00;5372131,00;367578,00;7445482,00;3046289,00;7496558,00;8149801,00;720508,00;1126073,00;4550366,00;5544582,00;7129517,00;7819613,00;186424,00
2014-02-21;12849947,00;8746996,00;7363843,00;1252859,00;9403519,00;10869881,00;213009,00;35801,00;6316163,00;92369,00;2407868,00;16185748,00;7570673,00;2372511,00;17818542,00;8906833,00;5573983,00;9243119,00;5393307,00;3698175,00;7534142,00;3037599,00;7501369,00;8147857,00;7237437,00;11293029,00;4469988,00;55421,00;7090729,00;7912433,00;187606,00
2014-02-24;12911476,00;8862308,00;7396088,00;12656532,00;9386159,00;11011687,00;2129128,00;3610913,00;6287927,00;9373952,00;2441659,00;1638647,00;7583333,00;2392913,00;17882881,00;8866932,00;5614619,00;9247911,00;5407746,00;3669937,00;7668117,00;3088773,00;7490786,00;8113822,00;7453159,00;11401672,00;4371642,00;5612319,00;7113032,00;797168,00;18727,00
2014-02-25;12982771,00;8861323,00;731912,00;12382091,00;9298393,00;11090791,00;2102177,00;3636911,00;6321031,00;9361316,00;2439728,00;16085387,00;7886198,00;2391942,00;17861435,00;8866932,00;5517866,00;9259412,00;5381757,00;3655331,00;7694715,00;3079118,00;75158,00;8104098,00;73855,00;11342947,00;4377316,00;5635147,00;7113032,00;7920332,00;186236,00
2014-02-26;12975935,00;8843582,00;7253087,00;12365488,00;9374585,00;11142883,00;211084,00;364654,00;6378477,00;9310773,00;2442624,00;16072552,00;7956315,00;240943,00;17942345,00;8866932,00;5490775,00;9189453,00;5416409,00;3648516,00;7725253,00;3088773,00;7490786,00;8112849,00;7458061,00;11364479,00;438299,00;5610334,00;7251704,00;7907496,00;187082,00
2014-02-27;13120482,00;8898774,00;7397771,00;12555936,00;9326362,00;11160247,00;2109877,00;3665799,00;6426187,00;9315632,00;2461934,00;16327266,00;7982609,00;2405544,00;18060297,00;8891262,00;5484969,00;9189453,00;545395,00;3686491,00;7709443,00;3111946,00;7522535,00;8153691,00;7454139,00;11413418,00;4491737,00;5614552,00;723037,00;7946994,00;187402,00
2014-02-28;13158571,00;8996346,00;7377722,00;12591096,00;9352403,00;11125519,00;2098326,00;3678317,00;6486555,00;9357428,00;2459037,00;16432901,00;7988452,00;2405544,00;18050548,00;8965227,00;5497548,00;9196219,00;5485715,00;3730308,00;7737112,00;310036,00;7567753,00;8152718,00;7576707,00;11453547,00;4499302,00;5606116,00;7243947,00;7979579,00;187458,00
2014-03-03;12912453,00;8867236,00;7399033,00;1252273,00;9288748,00;11078249,00;2076188,00;3670613,00;6415477,00;9282584,00;2425246,00;16264081,00;7985531,00;2380283,00;17961839,00;8910726,00;5438528,00;9115999,00;5430848,00;3678701,00;7647191,00;3087808,00;7454227,00;8088539,00;7560039,00;114281,00;4473771,00;549446,00;7187702,00;7846274,00;18633,00
2014-03-04;12958356,00;9127428,00;7447821,00;12719038,00;9357225,00;11124554,00;2100252,00;3688909,00;6548869,00;9381728,00;2476416,00;16657996,00;8070255,00;239097,00;18174348,00;9083958,00;5540119,00;9179788,00;5492453,00;3740045,00;7768732,00;3156361,00;7547549,00;8178974,00;7661035,00;11509337,00;4529562,00;5595198,00;7285645,00;806845,00;18,68
2014-03-05;13072626,00;9081106,00;7463523,00;12578399,00;9294535,00;11038699,00;2105064,00;369276,00;6546922,00;9117345,00;2503449,00;16970956,00;8074151,00;2380283,00;18242586,00;9010966,00;5627198,00;9183654,00;5475127,00;3710833,00;7650155,00;3162155,00;7486938,00;8204257,00;7647308,00;1149172,00;448039,00;5528453,00;7253645,00;8164233,00;18633,00
2014-03-06;13095088,00;9217115,00;7440951,00;12585236,00;9413164,00;11079214,00;2100252,00;3704315,00;6572237,00;9113457,00;2531447,00;17040065,00;8025459,00;2392913,00;18291325,00;9040163,00;5698795,00;9237778,00;5511704,00;3714729,00;7729206,00;3134154,00;7510027,00;8256102,00;7612988,00;11525977,00;4487955,00;5554506,00;7261402,00;8229404,00;186336,00
2014-03-07;13098019,00;9250625,00;7436604,00;12553983,00;9360119,00;11101402,00;2091589,00;3712019,00;6546922,00;9233012,00;2522758,00;17203949,00;8039092,00;2393885,00;18295224,00;9082011,00;5747172,00;9230046,00;5531918,00;3690385,00;7851735,00;3131257,00;7540814,00;8210126,00;7589455,00;11579808,00;445864,00;5596687,00;727897,00;8117822,00;186612,00
2014-03-10;13044302,00;9234856,00;7443334,00;12392834,00;9331184,00;11174716,00;2087739,00;3721648,00;6557632,00;9282584,00;2514069,00;17129906,00;8003059,00;2413316,00;18169475,00;9094663,00;5727821,00;9201051,00;551748,00;3682595,00;7804305,00;3127395,00;7555245,00;8195453,00;7636521,00;11526955,00;4447292,00;5595198,00;726433,00;8094124,00;185859,00
2014-03-11;12941753,00;9185577,00;7515816,00;12273682,00;9339864,00;11046416,00;2080038,00;3736091,00;6427161,00;9137757,00;2500552,00;16772519,00;7961923,00;2402629,00;18205542,00;9098556,00;56301,00;9547057,00;5456837,00;370207,00;7786519,00;3130292,00;7595653,00;8175889,00;7626716,00;11318477,00;4416087,00;5636883,00;7312154,00;8003278,00;186612,00
2014-03-12;12947614,00;915601,00;7523106,00;12152576,00;9337936,00;11156388,00;2100252,00;3733665,00;6468055,00;9157197,00;2487036,00;16755736,00;7890423,00;2405544,00;18152904,00;9109261,00;5603976,00;9540292,00;5468388,00;3726413,00;7803316,00;3087808,00;7623553,00;8161215,00;7636557,00;11335116,00;4383936,00;5610086,00;737169,00;8035864,00;187214,00
2014-03-13;12775719,00;8938197,00;7439548,00;11904504,00;9221236,00;11040627,00;2071376,00;3685138,00;6397951,00;9101793,00;2446486,00;16457584,00;771804,00;2387084,00;17926747,00;9050869,00;55556,00;9410781,00;5412123,00;3689412,00;7759838,00;3004771,00;7618743,00;8079045,00;7578496,00;11049316,00;435273,00;5478084,00;731313,00;7892684,00;188305,00
2014-03-14;12680007,00;8886947,00;7355991,00;12023657,00;9200018,00;11006864,00;2055013,00;3704549,00;6403793,00;9085269,00;2424281,00;16324304,00;7774848,00;2380283,00;17762006,00;9032378,00;5495612,00;9431078,00;5403392,00;3670911,00;7739088,00;3015392,00;759854,00;8085893,00;744958,00;11020931,00;4357458,00;5477836,00;724969,00;7906509,00;188305,00
2014-03-17;12918314,00;8994376,00;7384732,00;12249265,00;9227023,00;11100437,00;2070413,00;3714254,00;6463186,00;9167889,00;2455176,00;16471405,00;7794437,00;2399714,00;18112935,00;9141377,00;557108,00;943301,00;5457717,00;3704991,00;7804305,00;3033737,00;7681278,00;8171976,00;7553893,00;11198089,00;4379208,00;5552521,00;7288731,00;8036852,00;189057,00
2014-03-18;12964217,00;9026899,00;7450064,00;12114487,00;9298393,00;11213303,00;2081963,00;3726871,00;650408,00;9205797,00;2476416,00;16594812,00;7817944,00;2411373,00;18210417,00;9142351,00;5617522,00;9404981,00;5467418,00;3851048,00;7869521,00;308298,00;7674544,00;8212082,00;7675921,00;11224516,00;4416087,00;5617778,00;7297514,00;8096098,00;188399,00
2014-03-19;12816739,00;8942139,00;7448101,00;11938687,00;9262708,00;11112978,00;2081963,00;3701637,00;6433002,00;9110542,00;2440694,00;16603697,00;7811088,00;2430804,00;18005707,00;9108288,00;5640743,00;9288036,00;5431525,00;3823785,00;7821103,00;3061738,00;7579298,00;8138716,00;7868803,00;11158938,00;4383936,00;5553514,00;725945,00;7950943,00;188117,00
2014-03-20;12933939,00;9036755,00;7412211,00;1208421,00;9279104,00;11142883,00;2101214,00;3731724,00;648266,00;9193161,00;2439728,00;16706372,00;7844389,00;2470637,00;1831667,00;9159869,00;5815867,00;933636,00;5392721,00;3926999,00;7832961,00;3081049,00;7535042,00;8141651,00;8023306,00;11135447,00;4464314,00;5503889,00;735705,00;7979579,00;187647,00
2014-03-21;13001329,00;90,20;7470673,00;11971894,00;939291,00;11154459,00;2082926,00;3730753,00;6521606,00;9166917,00;2452279,00;16482265,00;7876711,00;2445377,00;1819677,00;933602,00;5821672,00;9227146,00;5302503,00;3910445,00;7431777,00;3107119,00;749271,00;8195453,00;8004607,00;11213749,00;4435945,00;5542348,00;7427322,00;7934157,00;187741,00
2014-03-24;12932962,00;8969736,00;7559277,00;12053933,00;9340829,00;11175681,00;2076188,00;3726871,00;6473896,00;9198993,00;2453245,00;16360832,00;7802274,00;2440519,00;18350789,00;9264975,00;5908751,00;9295768,00;5217135,00;3943552,00;7397192,00;3040496,00;7629327,00;8203278,00;7998703,00;1113349,00;4445401,00;547734,00;7491737,00;7849236,00;188211,00
2014-03-25;13093135,00;8952981,00;7640591,00;12112533,00;9508646,00;112953,00;2150303,00;3748223,00;6545948,00;9225237,00;2481243,00;1611698,00;7783664,00;2473551,00;19012685,00;9477135,00;5895205,00;9269672,00;5353918,00;3927972,00;7277628,00;3072359,00;7678392,00;8219908,00;7980989,00;11275411,00;446526,00;541903,00;7502473,00;7855161,00;188023,00
2014-03-26;12998399,00;8836683,00;7567548,00;12064677,00;9432454,00;11355109,00;2148378,00;3747253,00;6475844,00;9204825,00;247352,00;15966916,00;7724897,00;2465779,00;18776781,00;944502,00;5795549,00;9262907,00;5434435,00;3874418,00;7235138,00;3107119,00;7648568,00;8161215,00;802429,00;11214728,00;4445401,00;5351541,00;744001,00;7763329,00;189655,00
2014-03-27;12973982,00;8869206,00;7535023,00;12033424,00;9495143,00;1135125,00;2119502,00;3767634,00;6481686,00;9354512,00;2491863,00;16022202,00;7706287,00;2458978,00;1850481,00;9467403,00;5797484,00;9293835,00;5406302,00;3832548,00;724502,00;3099394,00;7662999,00;8167085,00;7973116,00;11138384,00;4509704,00;5353774,00;7431226,00;7749504,00;189057,00
2014-03-28;13106808,00;8915529,00;7526612,00;12155506,00;9585803,00;11431319,00;2149341,00;3780251,00;6486555,00;9496424,00;2498621,00;1602319,00;7710205,00;2489096,00;18565247,00;9482975,00;5809095,00;9398216,00;5430555,00;3924077,00;7266758,00;3078152,00;7673582,00;8215995,00;8032162,00;11237239,00;4484172,00;5262464,00;7418538,00;7799863,00;190092,00
2014-03-31;13249402,00;8873149,00;7524928,00;12256102,00;9583875,00;1147087,00;2158004,00;3752105,00;653329,00;949448,00;2499587,00;16176216,00;7750362,00;2507556,00;1876411,00;9559859,00;5873919,00;947457,00;5507192,00;3991264,00;7298379,00;3101325,00;7754397,00;8324577,00;8068574,00;11435929,00;4498357,00;5356007,00;7459529,00;7906509,00;189528,00
2014-04-01;1333437,00;8985505,00;7593765,00;12521754,00;962631,00;11479552,00;224246,00;3727842,00;6597552,00;9499341,00;2497656,00;16380577,00;7774848,00;2525043,00;18960045,00;9531636,00;5870049,00;9462005,00;5468388,00;4033133,00;735075,00;3084911,00;7729382,00;8255123,00;8053812,00;11541636,00;4515378,00;5327224,00;7492713,00;8054626,00;19028,00
2014-04-02;13282608,00;8932149,00;7606384,00;1253152,00;9898289,00;11513315,00;2231782,00;3720078,00;6632604,00;9520724,00;2514069,00;16513858,00;7830676,00;2515328,00;18867439,00;9559859,00;5888549,00;9432043,00;5477119,00;4026317,00;7365572,00;311774,00;7709179,00;8280557,00;8031178,00;11732497,00;4521997,00;5326232,00;7532729,00;80645,00;191221,00
2014-04-03;13296281,00;8989457,00;755367,00;12577423,00;9890574,00;11483411,00;2241489,00;3694843,00;6621894,00;9518781,00;2532413,00;1639736,00;7776807,00;2565848,00;18783604,00;9562778,00;5906074,00;9438809,00;5452867,00;3993211,00;7311224,00;3128361,00;7706293,00;8312838,00;809416,00;11722708,00;4550366,00;5334916,00;7560057,00;8066476,00;191879,00
2014-04-04;13268935,00;8810616,00;7455952,00;12440691,00;9853924,00;11460258,00;22046,00;3709402,00;6556657,00;9463377,00;2512138,00;16115993,00;7710205,00;254156,00;18693922,00;9578349,00;5823315,00;9459106,00;5444136,00;3882207,00;7197588,00;3105188,00;7674544,00;8334358,00;8023306,00;11567085,00;4542801,00;5153538,00;7545417,00;7942056,00;192443,00
2014-04-07;13126341,00;8556682,00;7338888,00;12265868,00;9751691,00;11319417,00;2218191,00;3748223,00;6500185,00;94,07;2495725,00;15653955,00;7554472,00;2573621,00;18961995,00;9526769,00;574445,00;9375987,00;5353918,00;3875391,00;6998973,00;3012495,00;7743814,00;8314794,00;7979021,00;11371331,00;4550366,00;5047092,00;7545417,00;7813688,00;192349,00
2014-04-08;13169315,00;8545813,00;7338467,00;1212523,00;9875142,00;11363792,00;2226928,00;3775398,00;6503107,00;9472124,00;248607,00;15456503,00;7552514,00;2614425,00;18842093,00;9543314,00;5729846,00;9479402,00;5339367,00;3877339,00;7205494,00;2980633,00;7826553,00;8288383,00;793769,00;11331201,00;4609648,00;5026746,00;7630328,00;7857136,00;192726,00
2014-04-09;13266982,00;8766153,00;7434923,00;12391857,00;9933009,00;11489198,00;2244402,00;3784133,00;6574184,00;9460461,00;250538,00;15614465,00;7616178,00;2621226,00;19168654,00;9629929,00;5770739,00;9505497,00;5539204,00;3940631,00;7268734,00;3015392,00;7840022,00;8395007,00;8009528,00;11455505,00;4587656,00;5149567,00;7609833,00;7946007,00;19376,00
2014-04-10;13084346,00;8434161,00;7339028,00;1207542,00;9862605,00;11256714,00;2198776,00;3774428,00;6471949,00;94,07;2469658,00;15399243,00;7520192,00;2567791,00;19075072,00;9395386,00;5588669,00;9609879,00;5417943,00;3832548,00;7159051,00;2955528,00;7801539,00;8313816,00;7871755,00;1121277,00;4538892,00;5000941,00;7504425,00;7653722,00;194889,00
2014-04-11;12930032,00;835314,00;7284772,00;11922084,00;9784483,00;11289512,00;2180331,00;3749194,00;6434949,00;9401169,00;2455176,00;15077397,00;7414412,00;2543503,00;19027307,00;9427502,00;5384205,00;9596349,00;5424734,00;3817942,00;7040475,00;2883113,00;7769791,00;8344141,00;7769409,00;11151108,00;4500646,00;4878864,00;7466361,00;7604349,00;19376,00
2014-04-14;13004259,00;8447994,00;7313792,00;12037331,00;9912756,00;11450611,00;2218191,00;3758899,00;6483633,00;9511977,00;2482208,00;15276823,00;7440857,00;2580421,00;19278809,00;9453778,00;5351102,00;9675601,00;5390781,00;3815021,00;7152134,00;2884078,00;77746,00;8363705,00;7792044,00;11249963,00;4519769,00;4987543,00;7552248,00;7664584,00;193981,00
2014-04-15;13096065,00;850135,00;726164,00;12136949,00;9885751,00;11604959,00;2222074,00;3899627,00;6513817,00;959168,00;2492829,00;15294594,00;7433022,00;2600824,00;19205698,00;9654259,00;5335524,00;9745189,00;5437345,00;3870523,00;7142253,00;2886009,00;7777486,00;8401855,00;7824519,00;11338052,00;4486303,00;5062973,00;7503448,00;7668533,00;194231,00
2014-04-16;13357811,00;8635728,00;727636,00;12309818,00;9985676,00;11752553,00;2235665,00;393942,00;6593658,00;9714153,00;2521793,00;15521663,00;7500603,00;2616368,00;19145259,00;9610465,00;538031,00;9745189,00;5457717,00;3933815,00;722328,00;290532,00;7855416,00;8488916,00;7694619,00;11556318,00;4503514,00;5194726,00;7536633,00;7795914,00;195171,00
2014-04-17;1345157,00;8519135,00;7359497,00;1249343,00;9975975,00;11931017,00;2253138,00;3952037,00;6521606,00;9760808,00;2564273,00;15543382,00;7550555,00;2627056,00;18522356,00;9630903,00;5376416,00;9689132,00;5478089,00;3895839,00;7315177,00;2920769,00;7865999,00;8479134,00;7457452,00;11605257,00;4551322,00;5159741,00;7579577,00;7898608,00;195924,00
2014-04-21;13538493,00;8563599,00;744684,00;12483664,00;9957542,00;11985038,00;2271583,00;3954948,00;6526474,00;981038,00;2567169,00;15578925,00;7635767,00;2618312,00;18742664,00;9732117,00;5357917,00;9633075,00;5553756,00;3889023,00;7302332,00;2979667,00;7846757,00;8451744,00;7375772,00;1157883,00;4587656,00;518902,00;7573721,00;7811713,00;195547,00
2014-04-22;13564864,00;8603121,00;7454269,00;12457294,00;10059407,00;11961886,00;2283232,00;3951066,00;6557632,00;9755948,00;2566204,00;15841534,00;7803252,00;2607625,00;18730965,00;9749635,00;5433861,00;9599248,00;56042,00;3893892,00;7346797,00;2993184,00;7816933,00;8499677,00;7455484,00;1166594,00;4581919,00;5209862,00;7569817,00;7845287,00;193854,00
2014-04-23;13476964,00;8609049,00;7356833,00;12758105,00;10029332,00;12028448,00;2281291,00;3953007,00;6556657,00;9768584,00;2550756,00;15840547,00;7690616,00;2598881,00;18690022,00;9753528,00;5457228,00;9580884,00;5578008,00;386468,00;7322094,00;298546,00;7793076,00;8620974,00;7413168,00;11710963,00;4535068,00;5181328,00;7616665,00;7852198,00;194928,00
2014-04-24;13346091,00;8636716,00;795996,00;12682903,00;1021366,00;11990826,00;2264788,00;3950095,00;6534264,00;9720956,00;2554618,00;15880038,00;7813046,00;2598881,00;18542827,00;9728224,00;5470859,00;9649505,00;5580918,00;3881234,00;7251936,00;2965184,00;7869688,00;8665972,00;7537164,00;11645387,00;4425109,00;5195719,00;7643016,00;785911,00;193976,00
2014-04-25;133373,00;8599169,00;8018422,00;12565704,00;10156421,00;11960921,00;2232752,00;3980182,00;649045,00;9759837,00;2568135,00;15622363,00;7774848,00;2551275,00;18485313,00;971168,00;5423151,00;9735524,00;5552786,00;3886102,00;7183755,00;2969046,00;7894902,00;8638582,00;7445644,00;11472144,00;43926,00;4935933,00;7673273,00;7724818,00;193976,00
2014-04-28;13402737,00;8602133,00;8328959,00;12407484,00;10114705,00;12128773,00;2234694,00;3982123,00;6501159,00;9833707,00;2585513,00;15454529,00;7852225,00;2558076,00;1882747,00;9862527,00;5402705,00;969493,00;5498461,00;3979579,00;7081976,00;3093601,00;8043277,00;8768684,00;7453516,00;11520103,00;4455706,00;4997716,00;7784536,00;7680383,00;194833,00
2014-04-29;1343399,00;8674262,00;8304283,00;12537379,00;102156,00;12151926,00;2248285,00;3937478,00;654108,00;9860924,00;2583582,00;15622363,00;778856,00;2572649,00;19019508,00;9832358,00;5462096,00;9809944,00;5696359,00;3944525,00;7162016,00;3066566,00;7994788,00;8891939,00;7400375,00;115064,00;4471961,00;5028731,00;7775751,00;7765303,00;193881,00
2014-04-30;13584396,00;8638692,00;8272879,00;12600864,00;10225301,00;12108515,00;2243431,00;395883,00;655471,00;9954236,00;2596133,00;15778351,00;7787582,00;2593052,00;19152083,00;9857661,00;5450412,00;9798346,00;5680838,00;3933815,00;7208458,00;302022,00;8005457,00;8860636,00;738463,00;11581766,00;4468137,00;5027243,00;7779655,00;7834424,00;19749,00
2014-05-01;13752382,00;8578419,00;8292367,00;12546171,00;10193286,00;12052565,00;2233723,00;3957859,00;6500185,00;9857036,00;2584548,00;15832649,00;7769952,00;2569735,00;18865489,00;9783698,00;5425098,00;9757753,00;5783667,00;3894866,00;7205494,00;3007668,00;7985091,00;8885091,00;7375772,00;11432014,00;4514989,00;5113589,00;777868,00;7856149,00;199214,00
2014-05-02;13684991,00;8589288,00;8307789,00;12690716,00;10187466,00;12031342,00;2226928,00;3974359,00;6508949,00;9915356,00;2575859,00;15685548,00;7776807,00;2565848,00;18661754,00;9664965,00;5411467,00;9803178,00;5647855,00;386468,00;7212411,00;2969046,00;794436,00;8901721,00;7383646,00;11404608,00;4505427,00;5072153,00;7722073,00;7930207,00;198737,00
2014-05-05;13732849,00;8631776,00;8425274,00;12888002,00;10139928,00;12093081,00;2228869,00;3955919,00;6561526,00;10002836,00;2566204,00;15435773,00;7707267,00;2564379,00;18644206,00;9732117,00;5279053,00;977515,00;5687628,00;3839364,00;7242055,00;2892768,00;7923025,00;8867484,00;7403328,00;11433972,00;4531243,00;5139395,00;7673273,00;8020065,00;198737,00
2014-05-06;13603929,00;8517159,00;8333444,00;12777638,00;1007687,00;12055459,00;2205571,00;3929714,00;6542053,00;9979507,00;2528551,00;15257077,00;7582877,00;2567318,00;18524306,00;968443,00;5193373,00;9756786,00;5540175,00;3803337,00;7139288,00;2841594,00;7867748,00;8792161,00;740628,00;11354692,00;4538892,00;5095477,00;7613737,00;8001303,00;19788,00
2014-05-07;13784612,00;8693036,00;8304283,00;12802191,00;1014963,00;12177007,00;2220133,00;3970477,00;6625789,00;10022276,00;2561377,00;1535383,00;7549576,00;2583976,00;18560583,00;9820679,00;5262501,00;9854403,00;5416973,00;383839,00;7132372,00;2826982,00;7960846,00;8908569,00;7667065,00;11442781,00;459913,00;517835,00;7655964,00;7928233,00;198737,00
2014-05-08;13754337,00;8756272,00;8289481,00;12823799,00;10180675,00;12067034,00;2234694,00;3953007,00;6630656,00;9945487,00;2552687,00;15539433,00;7546638,00;2581037,00;18522345,00;9780778,00;5292683,00;9853436,00;5318995,00;3859812,00;721834,00;2841594,00;7967635,00;8925198,00;7566686,00;11453547,00;4636421,00;5232937,00;7727654,00;8057588,00;198261,00
